onset	duration	sample	trial_type	response_time	stim_file	value
61.2400000000	n/a	n/a	STATUS	n/a	n/a	17
61.2900000000	n/a	n/a	STATUS	n/a	n/a	11
61.6400000000	n/a	n/a	STATUS	n/a	n/a	1
62.1420000000	n/a	n/a	STATUS	n/a	n/a	1
62.6580000000	n/a	n/a	STATUS	n/a	n/a	1
63.1580000000	n/a	n/a	STATUS	n/a	n/a	1
63.4920000000	n/a	n/a	STATUS	n/a	n/a	11
63.8420000000	n/a	n/a	STATUS	n/a	n/a	1
64.3440000000	n/a	n/a	STATUS	n/a	n/a	1
64.8600000000	n/a	n/a	STATUS	n/a	n/a	1
65.3600000000	n/a	n/a	STATUS	n/a	n/a	1
65.6940000000	n/a	n/a	STATUS	n/a	n/a	11
66.0440000000	n/a	n/a	STATUS	n/a	n/a	1
66.5460000000	n/a	n/a	STATUS	n/a	n/a	1
67.0620000000	n/a	n/a	STATUS	n/a	n/a	1
67.5640000000	n/a	n/a	STATUS	n/a	n/a	1
67.8980000000	n/a	n/a	STATUS	n/a	n/a	11
68.2460000000	n/a	n/a	STATUS	n/a	n/a	1
68.7480000000	n/a	n/a	STATUS	n/a	n/a	1
69.2640000000	n/a	n/a	STATUS	n/a	n/a	1
69.7660000000	n/a	n/a	STATUS	n/a	n/a	1
70.1000000000	n/a	n/a	STATUS	n/a	n/a	11
70.4480000000	n/a	n/a	STATUS	n/a	n/a	1
70.9500000000	n/a	n/a	STATUS	n/a	n/a	1
71.4680000000	n/a	n/a	STATUS	n/a	n/a	1
71.9680000000	n/a	n/a	STATUS	n/a	n/a	1
72.3020000000	n/a	n/a	STATUS	n/a	n/a	11
72.6520000000	n/a	n/a	STATUS	n/a	n/a	1
73.1520000000	n/a	n/a	STATUS	n/a	n/a	1
73.6700000000	n/a	n/a	STATUS	n/a	n/a	1
74.1700000000	n/a	n/a	STATUS	n/a	n/a	1
74.5040000000	n/a	n/a	STATUS	n/a	n/a	11
74.8540000000	n/a	n/a	STATUS	n/a	n/a	1
75.3540000000	n/a	n/a	STATUS	n/a	n/a	1
75.8720000000	n/a	n/a	STATUS	n/a	n/a	1
76.3720000000	n/a	n/a	STATUS	n/a	n/a	1
76.7060000000	n/a	n/a	STATUS	n/a	n/a	11
77.0560000000	n/a	n/a	STATUS	n/a	n/a	1
77.5560000000	n/a	n/a	STATUS	n/a	n/a	1
78.0740000000	n/a	n/a	STATUS	n/a	n/a	1
78.5740000000	n/a	n/a	STATUS	n/a	n/a	1
78.9080000000	n/a	n/a	STATUS	n/a	n/a	11
79.2580000000	n/a	n/a	STATUS	n/a	n/a	1
79.7580000000	n/a	n/a	STATUS	n/a	n/a	1
80.2760000000	n/a	n/a	STATUS	n/a	n/a	1
80.7760000000	n/a	n/a	STATUS	n/a	n/a	1
81.1100000000	n/a	n/a	STATUS	n/a	n/a	11
81.4600000000	n/a	n/a	STATUS	n/a	n/a	1
81.9600000000	n/a	n/a	STATUS	n/a	n/a	1
82.4780000000	n/a	n/a	STATUS	n/a	n/a	1
82.9780000000	n/a	n/a	STATUS	n/a	n/a	1
83.3120000000	n/a	n/a	STATUS	n/a	n/a	11
83.6640000000	n/a	n/a	STATUS	n/a	n/a	1
84.1640000000	n/a	n/a	STATUS	n/a	n/a	1
84.6800000000	n/a	n/a	STATUS	n/a	n/a	1
85.1800000000	n/a	n/a	STATUS	n/a	n/a	1
85.5140000000	n/a	n/a	STATUS	n/a	n/a	11
85.8660000000	n/a	n/a	STATUS	n/a	n/a	1
86.3660000000	n/a	n/a	STATUS	n/a	n/a	1
86.8820000000	n/a	n/a	STATUS	n/a	n/a	1
87.3840000000	n/a	n/a	STATUS	n/a	n/a	1
87.7180000000	n/a	n/a	STATUS	n/a	n/a	11
88.0680000000	n/a	n/a	STATUS	n/a	n/a	1
88.5680000000	n/a	n/a	STATUS	n/a	n/a	1
89.0860000000	n/a	n/a	STATUS	n/a	n/a	1
89.5860000000	n/a	n/a	STATUS	n/a	n/a	1
89.9200000000	n/a	n/a	STATUS	n/a	n/a	11
90.2700000000	n/a	n/a	STATUS	n/a	n/a	1
90.7700000000	n/a	n/a	STATUS	n/a	n/a	1
91.2880000000	n/a	n/a	STATUS	n/a	n/a	1
91.7880000000	n/a	n/a	STATUS	n/a	n/a	1
92.1220000000	n/a	n/a	STATUS	n/a	n/a	11
92.4720000000	n/a	n/a	STATUS	n/a	n/a	1
92.9720000000	n/a	n/a	STATUS	n/a	n/a	1
93.4900000000	n/a	n/a	STATUS	n/a	n/a	1
93.9900000000	n/a	n/a	STATUS	n/a	n/a	1
94.3240000000	n/a	n/a	STATUS	n/a	n/a	11
94.6740000000	n/a	n/a	STATUS	n/a	n/a	1
95.1740000000	n/a	n/a	STATUS	n/a	n/a	1
95.6920000000	n/a	n/a	STATUS	n/a	n/a	1
96.1920000000	n/a	n/a	STATUS	n/a	n/a	1
96.5260000000	n/a	n/a	STATUS	n/a	n/a	11
96.8760000000	n/a	n/a	STATUS	n/a	n/a	1
97.3780000000	n/a	n/a	STATUS	n/a	n/a	1
97.8940000000	n/a	n/a	STATUS	n/a	n/a	1
98.3960000000	n/a	n/a	STATUS	n/a	n/a	1
98.7280000000	n/a	n/a	STATUS	n/a	n/a	11
99.0780000000	n/a	n/a	STATUS	n/a	n/a	1
99.5800000000	n/a	n/a	STATUS	n/a	n/a	1
100.0960000000	n/a	n/a	STATUS	n/a	n/a	1
