onset	duration	sample	trial_type	response_time	stim_file	value
0.0140000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
2.2000000000	n/a	n/a	STATUS	n/a	n/a	boundary
12.3200000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
12.5080000000	n/a	n/a	Start and Finish	n/a	n/a	17
12.5580000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
12.9080000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
13.4080000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
13.9260000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
14.4260000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
14.7600000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
15.1100000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
15.6100000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
16.1280000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
16.6280000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
16.9620000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
17.3120000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
17.8140000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
18.3300000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
18.8300000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
19.1640000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
19.5140000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
20.0160000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
20.5320000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
21.0340000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
21.3660000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
21.7160000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
22.2180000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
22.7340000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
23.2360000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
23.5700000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
