onset	duration	sample	trial_type	response_time	stim_file	value
0.9200000000	n/a	n/a	STATUS	n/a	n/a	boundary
16.7200000000	n/a	n/a	Start and Finish	n/a	n/a	17
16.7700000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
17.1200000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
17.6200000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
18.1380000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
18.6380000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
18.9720000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
19.3220000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
19.8240000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
20.3400000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
20.8420000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
21.1740000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
21.5240000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
22.0260000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
22.5420000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
23.0440000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
23.3760000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
23.7260000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
24.2280000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
24.7440000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
25.2460000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
25.5780000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
25.9300000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
26.4300000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
26.9460000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
27.4480000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
27.7800000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
28.1320000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
28.6320000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
29.1480000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
29.6500000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
29.9840000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
30.3340000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
30.8340000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
31.3520000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
31.8520000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
32.1860000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
32.5360000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
33.0360000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
33.5540000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
34.0540000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
34.3880000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
34.7380000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
35.2380000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
35.7560000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
36.2560000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
36.5900000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
36.9400000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
37.4420000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
37.9580000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
38.4580000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
38.7920000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
39.1420000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
39.6440000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
40.1600000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
40.6600000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
40.9940000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
41.3460000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
41.8460000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
42.3640000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
42.8640000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
43.1980000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
43.5480000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
44.0480000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
44.5660000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
45.0660000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
45.4000000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
45.7500000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
46.2500000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
46.7680000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
47.2680000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
47.6020000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
47.9520000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
48.4520000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
48.9700000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
49.4700000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
49.8040000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
50.1540000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
50.6540000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
51.1720000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
51.6720000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
52.0060000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
52.3560000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
52.8560000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
53.3740000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
53.8740000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
54.2080000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
54.5580000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
55.0580000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
55.5760000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
56.0760000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
56.4100000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
56.7600000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
57.2600000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
57.7780000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
58.2800000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
58.6120000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
58.9640000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
59.4640000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
59.9800000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
60.4820000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
60.8140000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
61.1660000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
61.6660000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
62.1820000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
62.6840000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
63.0160000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
63.3680000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
63.8680000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
64.3860000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
64.8860000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
65.2200000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
65.5700000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
66.0700000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
66.5880000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
67.0880000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
67.4220000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
67.7720000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
68.2720000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
68.7900000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
69.2900000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
69.6240000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
69.9740000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
70.4760000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
70.9920000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
71.4920000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
71.8260000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
72.1760000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
