onset	duration	sample	trial_type	response_time	stim_file	value
0.0100000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
14.6220000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
14.8600000000	n/a	n/a	Start and Finish	n/a	n/a	17
14.9100000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
15.2600000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
15.7620000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
16.2780000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
16.7800000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
17.1140000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
17.4620000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
17.9640000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
18.4800000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
18.9820000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
19.3160000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
19.6640000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
20.1660000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
20.6840000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
21.1840000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
21.5180000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
21.8680000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
22.3680000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
22.8860000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
23.3860000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
23.7200000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
24.0700000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
24.5700000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
25.0880000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
25.5880000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
25.9220000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
26.2720000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
26.7720000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
27.2900000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
27.7900000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
28.1240000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
28.4740000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
28.9740000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
29.4920000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
