onset	duration	sample	trial_type	response_time	stim_file	value
25.7620000000	n/a	n/a	STATUS	n/a	n/a	17
25.8120000000	n/a	n/a	STATUS	n/a	n/a	11
26.1620000000	n/a	n/a	STATUS	n/a	n/a	1
26.6620000000	n/a	n/a	STATUS	n/a	n/a	1
27.1800000000	n/a	n/a	STATUS	n/a	n/a	1
27.6800000000	n/a	n/a	STATUS	n/a	n/a	1
28.0140000000	n/a	n/a	STATUS	n/a	n/a	11
28.3640000000	n/a	n/a	STATUS	n/a	n/a	1
28.8660000000	n/a	n/a	STATUS	n/a	n/a	1
29.3820000000	n/a	n/a	STATUS	n/a	n/a	1
29.8820000000	n/a	n/a	STATUS	n/a	n/a	1
30.2160000000	n/a	n/a	STATUS	n/a	n/a	11
30.5660000000	n/a	n/a	STATUS	n/a	n/a	1
31.0680000000	n/a	n/a	STATUS	n/a	n/a	1
31.5840000000	n/a	n/a	STATUS	n/a	n/a	1
32.0840000000	n/a	n/a	STATUS	n/a	n/a	1
32.4180000000	n/a	n/a	STATUS	n/a	n/a	11
32.7680000000	n/a	n/a	STATUS	n/a	n/a	1
33.2700000000	n/a	n/a	STATUS	n/a	n/a	1
33.7860000000	n/a	n/a	STATUS	n/a	n/a	1
34.2880000000	n/a	n/a	STATUS	n/a	n/a	1
34.6220000000	n/a	n/a	STATUS	n/a	n/a	11
34.9700000000	n/a	n/a	STATUS	n/a	n/a	1
35.4720000000	n/a	n/a	STATUS	n/a	n/a	1
35.9880000000	n/a	n/a	STATUS	n/a	n/a	1
36.4900000000	n/a	n/a	STATUS	n/a	n/a	1
36.8240000000	n/a	n/a	STATUS	n/a	n/a	11
37.1720000000	n/a	n/a	STATUS	n/a	n/a	1
37.6740000000	n/a	n/a	STATUS	n/a	n/a	1
38.1900000000	n/a	n/a	STATUS	n/a	n/a	1
38.6920000000	n/a	n/a	STATUS	n/a	n/a	1
39.0260000000	n/a	n/a	STATUS	n/a	n/a	11
39.3760000000	n/a	n/a	STATUS	n/a	n/a	1
39.8760000000	n/a	n/a	STATUS	n/a	n/a	1
40.3920000000	n/a	n/a	STATUS	n/a	n/a	1
40.8940000000	n/a	n/a	STATUS	n/a	n/a	1
41.2280000000	n/a	n/a	STATUS	n/a	n/a	11
41.5780000000	n/a	n/a	STATUS	n/a	n/a	1
42.0780000000	n/a	n/a	STATUS	n/a	n/a	1
42.5960000000	n/a	n/a	STATUS	n/a	n/a	1
43.0960000000	n/a	n/a	STATUS	n/a	n/a	1
43.4300000000	n/a	n/a	STATUS	n/a	n/a	11
43.7800000000	n/a	n/a	STATUS	n/a	n/a	1
44.2800000000	n/a	n/a	STATUS	n/a	n/a	1
44.7980000000	n/a	n/a	STATUS	n/a	n/a	1
45.2980000000	n/a	n/a	STATUS	n/a	n/a	1
45.6320000000	n/a	n/a	STATUS	n/a	n/a	11
45.9820000000	n/a	n/a	STATUS	n/a	n/a	1
46.4820000000	n/a	n/a	STATUS	n/a	n/a	1
47.0000000000	n/a	n/a	STATUS	n/a	n/a	1
47.5000000000	n/a	n/a	STATUS	n/a	n/a	1
47.8340000000	n/a	n/a	STATUS	n/a	n/a	11
48.1840000000	n/a	n/a	STATUS	n/a	n/a	1
