onset	duration	sample	trial_type	response_time	stim_file	value
28.3520000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
29.7560000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
38.1200000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
38.6140000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
46.0140000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
46.4500000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
52.5680000000	n/a	n/a	Eyes Open: Every 2000 ms	n/a	n/a	12
52.9180000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
53.4180000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
53.9360000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
53.9600000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
54.4360000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
54.7700000000	n/a	n/a	Eyes Open: Every 2000 ms	n/a	n/a	12
55.1200000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
55.6200000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
56.1380000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
56.6380000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
56.9060000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
56.9720000000	n/a	n/a	Eyes Open: Every 2000 ms	n/a	n/a	12
57.3220000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
57.8220000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
58.3400000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
58.8400000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
59.1740000000	n/a	n/a	Eyes Open: Every 2000 ms	n/a	n/a	12
59.5240000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
60.0240000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
60.5420000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
61.0420000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
61.3760000000	n/a	n/a	Eyes Open: Every 2000 ms	n/a	n/a	12
61.7260000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
62.2260000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
62.7440000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
63.2440000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
63.5780000000	n/a	n/a	Eyes Open: Every 2000 ms	n/a	n/a	12
63.9300000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
64.4300000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
64.9460000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
65.4480000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
65.7800000000	n/a	n/a	Eyes Open: Every 2000 ms	n/a	n/a	12
66.1320000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
66.6320000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
