onset	duration	sample	trial_type	response_time	stim_file	value
6.5060000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
7.1340000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
16.3340000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
17.1060000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
17.6880000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
17.8900000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
50.9620000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
51.1620000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
62.6100000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
62.8620000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
83.8520000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
86.2300000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
109.1100000000	n/a	n/a	Start and Finish	n/a	n/a	17
109.1600000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
109.5120000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
110.0120000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
110.5280000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
111.0300000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
111.3620000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
111.7140000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
112.2140000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
112.7300000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
113.2320000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
113.5640000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
113.9160000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
114.4160000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
114.9340000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
