onset	duration	sample	trial_type	response_time	stim_file	value
0.0060000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
2.7200000000	n/a	n/a	STATUS	n/a	n/a	boundary
9.6400000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
9.9720000000	n/a	n/a	Start and Finish	n/a	n/a	17
10.0240000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
10.3720000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
10.8740000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
11.3900000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
11.8920000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
12.2260000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
12.5740000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
13.0760000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
13.5920000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
14.0940000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
14.4280000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
14.7780000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
15.2780000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
15.7960000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
16.2960000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
16.6300000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
16.9800000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
17.4800000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
17.9980000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
18.4980000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
18.8320000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
19.1820000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
19.6820000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
20.2000000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
20.7000000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
21.0340000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
21.3840000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
21.8840000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
22.4020000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
22.9020000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
23.2360000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
23.5860000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
24.0860000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
24.6040000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
25.1040000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
25.4380000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
25.7900000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
26.2900000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
26.8060000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
27.3060000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
27.6400000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
27.9920000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
28.4920000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
29.0080000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
29.5080000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
29.8420000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
30.1940000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
30.6940000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
31.2120000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
31.7120000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
32.0460000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
32.3960000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
32.8960000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
33.4140000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
33.9140000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
34.2480000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
34.5980000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
35.0980000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
35.6160000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
36.1160000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
36.4500000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
36.8000000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
37.3000000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
37.8180000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
38.3180000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
38.6520000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
39.0020000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
39.5040000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
40.0200000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
40.5200000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
40.8540000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
41.2040000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
41.7060000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
42.2220000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
42.7240000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
43.0560000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
43.4060000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
43.9080000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
44.4240000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
44.9260000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
45.2580000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
45.6080000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
46.1100000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
46.6260000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
47.1280000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
47.4600000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
47.8120000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
48.3120000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
48.8280000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
49.3300000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
49.6640000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
50.0140000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
50.5140000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
51.0300000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
51.5320000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
