onset	duration	sample	trial_type	response_time	stim_file	value
0.0140000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
70.5000000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
70.8000000000	n/a	n/a	Start and Finish	n/a	n/a	17
70.8500000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
71.2000000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
71.7000000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
72.2180000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
72.7180000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
73.0520000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
73.4020000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
73.9020000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
74.4200000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
74.9200000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
75.2540000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
75.6040000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
76.1040000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
76.6220000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
77.1220000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
77.4560000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
77.8060000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
78.3060000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
78.8240000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
79.3260000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
79.6580000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
80.0100000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
80.5100000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
81.0260000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
81.5280000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
81.8600000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
82.2120000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
82.7120000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
83.2300000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
83.7300000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
84.0640000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
84.4140000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
84.9140000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
85.4320000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
85.9320000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
86.2660000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
86.6160000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
87.1160000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
87.6340000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
88.1340000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
88.4680000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
88.8180000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
89.3180000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
89.8360000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
90.3360000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
90.6700000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
91.0200000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
91.5220000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
92.0380000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
92.5380000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
92.8720000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
93.2220000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
93.7240000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
94.2400000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
94.7400000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
95.0740000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
95.4240000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
95.9260000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
96.4420000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
96.9440000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
97.2780000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
97.6260000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
98.1280000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
98.6440000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
99.1460000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
99.4800000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
99.8300000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
100.3300000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
100.8480000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
101.3480000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
101.6820000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
102.0320000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
