onset	duration	sample	trial_type	response_time	stim_file	value
0.0040000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
1.0400000000	n/a	n/a	STATUS	n/a	n/a	boundary
40.9200000000	n/a	n/a	Start and Finish	n/a	n/a	17
40.9700000000	n/a	n/a	Eyes Open: Every 2000 ms	n/a	n/a	12
41.3200000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
41.8220000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
42.3380000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
42.8400000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
43.1720000000	n/a	n/a	Eyes Open: Every 2000 ms	n/a	n/a	12
43.5240000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
44.0240000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
44.5400000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
45.0420000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
45.3740000000	n/a	n/a	Eyes Open: Every 2000 ms	n/a	n/a	12
45.7260000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
46.2260000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
46.7420000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
47.2440000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
47.5760000000	n/a	n/a	Eyes Open: Every 2000 ms	n/a	n/a	12
47.9280000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
48.4280000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
48.9460000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
49.4460000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
49.7800000000	n/a	n/a	Eyes Open: Every 2000 ms	n/a	n/a	12
50.1300000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
50.6300000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
51.1480000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
51.6480000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
51.9820000000	n/a	n/a	Eyes Open: Every 2000 ms	n/a	n/a	12
52.3320000000	n/a	n/a	Eyes Open: Every 500 ms	n/a	n/a	2
