onset	duration	sample	trial_type	response_time	stim_file	value
0.9200000000	n/a	n/a	STATUS	n/a	n/a	boundary
13.3280000000	n/a	n/a	Start and Finish	n/a	n/a	17
13.3800000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
13.7300000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
14.2300000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
14.7460000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
15.2480000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
15.5820000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
15.9320000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
16.4320000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
16.9500000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
17.4500000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
17.7840000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
18.1340000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
18.6340000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
19.1520000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
19.6520000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
19.9860000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
20.3360000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
20.8360000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
21.3540000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
21.8540000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
22.1880000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
22.5400000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
23.0400000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
23.5560000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
24.0560000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
24.3900000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
24.7420000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
25.2420000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
25.7580000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
26.2580000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
26.5920000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
26.9440000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
27.4440000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
27.9620000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
28.4620000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
28.7960000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
29.1460000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
29.6460000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
30.1640000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
30.6640000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
30.9980000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
31.3480000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
31.8480000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
32.3660000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
32.8660000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
33.2000000000	n/a	n/a	Eyes Closed: Every 2000 ms	n/a	n/a	11
33.5500000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
34.0500000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
34.5680000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
35.0680000000	n/a	n/a	Eyes Closed: Every 500 ms	n/a	n/a	1
